chemical_composition,casting_temp,cooling_water_temp,casting_speed,entry_temp,emulsion_temp,emulsion_pressure,emulsion_concentration,rod_quench_pressure,UTS,elongation,conductivity,rod_quality
0.9648083776,650.6571168269,51.2359047933,2.4764533469,443.1986389743,38.8883028439,0.6218914445,3.8049380537,4.5400866188,131.0898819765,11.689384616,47.1273005222,-1.0
1.0105977393,662.8031274355,25.5122919148,1.8730894109,486.129519575,32.308450209,1.2849311569,9.1776907475,3.5639981467,131.7825943168,10.8962317378,47.3818799319,-1.0
1.0539987864,734.3257428801,24.3664618853,2.2139926514,443.8288344119,50.2525572244,1.5208678963,3.9311170873,4.6906880106,136.1858566654,10.5746806174,45.0586077114,1.0
0.9040302345,678.1780395812,58.9326128008,2.8796986915,492.4754440984,33.8886648036,1.7812555052,3.9695145798,5.661793654,131.8605605613,10.8725200338,45.5681911904,1.0
1.0691419289,748.3016710955,37.5471116318,1.4296580736,461.7773938092,66.0839630123,1.5589300641,4.9534931476,4.8752347294,136.3802984368,10.7469041014,45.0395201481,1.0
0.994505055,709.7809966987,28.731677115,2.4369578328,448.3883404222,71.3765702785,1.0098823987,3.7053809836,4.5440088471,134.5412388235,10.0469004929,46.7860048986,1.0
1.0130906366,713.2715686856,49.5969811219,2.9358746223,438.3016576652,74.5814067509,0.6242132523,4.5812344659,4.8231084858,134.81444091,10.7885561644,45.0880072701,1.0
0.9867766615,718.117983924,33.8594040173,2.7487707243,487.4778295519,43.2521935567,1.1465655305,5.7253006324,4.0363982649,135.7756214794,10.5440315458,45.7280688775,1.0
0.9875172022,686.512657001,36.3037823382,1.0824637124,467.5414724426,61.3895190229,1.2887704396,9.0115178296,4.7418684478,132.0416769394,11.0534281578,46.4453911379,1.0
1.023709068,709.3385501424,49.4054975683,2.8612410712,419.3317931975,40.7871332813,1.3979226399,3.4281232151,2.1629316216,134.3261895989,10.992171462,45.8975340189,1.0
1.0703681567,663.9967933858,21.9020797423,1.1879944128,416.4265724681,72.1555004279,1.9216072147,4.6472197805,4.0264588856,131.1102340014,9.7605927564,46.6729107519,-1.0
0.9580862576,715.9439544198,27.1538768101,2.2310433867,434.2100115735,78.0034562729,1.1904503502,7.9301039055,3.9416234589,134.1739508413,10.3307385738,46.7731487141,1.0
0.9354945751,693.3322459307,41.332171446,2.2306293819,402.1396836138,57.1454560967,0.9011767219,3.1644613319,5.9243731827,132.4267508796,10.8235791291,47.3424831307,-1.0
1.0304164151,703.8565993469,21.7824560373,1.8980635105,481.9699143745,45.5206654571,0.5942246281,8.9900137747,2.9166962718,133.7267553241,9.9111514245,46.8871643486,-1.0
0.9888516552,675.0411793679,59.8399941998,1.8576026682,423.9859150062,64.4701766301,1.1985130761,7.5079921797,3.5919907043,130.1819228738,10.3116192412,46.8295892643,1.0
1.0114454736,704.957699558,23.2858459104,1.3876580031,453.9708962728,31.9354300777,1.2291067317,6.8262220241,4.532570139,133.6960449601,11.593339814,45.4974805225,-1.0
1.0678858788,702.6966313875,34.2733276275,1.2421887729,428.4311774229,39.2809766707,0.8834470788,9.5565606173,5.1181895889,132.8653374767,10.2298126167,46.3561898009,1.0
0.9020668197,691.0205436794,24.4129093428,2.0647830165,438.893190006,45.7113563993,1.0489462061,3.9140993001,2.9385681485,135.2358379213,10.4967232181,46.3935817368,1.0
0.9263447255,653.4927219016,38.3578990475,2.5383309859,422.3617189628,40.182922835,0.6414243147,6.3876965476,2.3341806479,132.4180720681,10.9053795195,46.8278496774,1.0
0.925957737,692.4210554666,28.0842782209,2.4211820143,490.7594654141,32.7934008705,1.2569754059,3.5763459603,3.0779001654,134.0094776805,10.6204079707,45.4471253831,1.0
1.0345915654,724.9691595129,21.9301850034,2.1386739874,431.9663880022,30.3117428312,1.9248793978,7.3484828396,3.528442117,135.5181612341,9.9984604076,44.847318499,-1.0
0.9108358723,701.6104002396,54.4802507143,2.1935345811,481.8575357144,54.2208390177,1.4963343209,6.1669400092,2.7441877606,134.0079616068,10.4837764275,47.2015370282,-1.0
1.0743649574,718.9666981713,27.2537749301,1.7635217008,485.2680625352,52.9330792671,1.2627136307,5.0965069034,4.0867624485,137.612070658,11.4310605059,44.8039949305,-1.0
0.9449823977,731.8322439731,49.4302833531,1.446287747,434.4451772135,71.608657958,1.2707771696,4.0876647284,4.9914728341,134.1650997763,10.6556266058,45.3100857685,1.0
1.0597686665,740.7776924956,57.9203893873,1.1056821884,414.2187161566,51.8223360139,1.6379515188,6.2788877589,4.7506343686,136.2735394836,11.0486498232,46.3373652301,1.0
0.9413157711,702.6608710608,59.3659526705,2.3086940751,459.9263351623,75.920063396,0.8257698371,6.7671635046,3.3049096741,133.22492681,11.9802431524,46.5174862208,-1.0
0.9085290405,729.1795522316,26.1280589423,1.8647722602,435.9167960686,65.9962440975,0.5398263927,4.9493430452,3.6485816462,134.1574571448,10.7520428584,45.3142264038,1.0
0.9353045773,658.4192833228,24.7521034886,2.6431808843,494.7896087688,60.3433097389,1.0795798038,4.6810541524,2.0448579053,131.9773484658,9.9736935057,47.0858005079,-1.0
0.9179852444,672.2219584289,31.0068988353,2.7057875946,423.3640279464,48.7891252857,1.7467306302,5.2188713652,4.1050092967,132.8922872234,10.9962747903,45.9302836761,1.0
1.0202795776,737.8546644689,23.787735114,2.2642255288,412.881854802,58.0643888502,0.8887535482,7.5032875281,3.3807065002,136.9550484139,9.9535625608,45.3932253467,-1.0
1.0909891724,654.6118354414,55.2041262228,1.0841751125,497.0839901867,36.9265514354,1.2195190079,5.7003386132,4.1868470134,131.9737477307,11.2328520702,47.3712454017,-1.0
1.0502960778,681.1519835574,38.4973973082,1.6814886698,487.3828706435,70.4281207951,1.1032164944,8.787582894,5.8645064319,133.8022873195,11.2157636668,46.9287911968,1.0
0.993915232,652.0710612453,51.1504464478,1.9620442631,456.855048191,27.0616637704,1.0487405636,9.4331828157,4.2758838482,129.3058239531,11.1087043247,47.0164566555,-1.0
1.0994091482,656.0161519336,51.7097472967,1.3441612766,428.5252693092,68.0368852194,0.919067511,9.2800606024,3.5885131633,130.9391947457,10.6169128797,46.8809193057,1.0
0.9997520354,678.5329919967,38.648044086,1.7249657252,479.5304555705,36.0981344518,1.16872418,5.9320054622,4.9579228258,132.9634037641,11.1154407644,46.6411934842,1.0
1.0868816504,733.9355416381,49.4434640274,2.9597596375,451.996692348,48.2398149401,1.1001341496,9.3068006408,4.6197486993,133.3776448981,10.5545943876,45.5308108987,1.0
0.9187369806,749.6434966522,25.9561956907,1.8277622821,446.2928006653,36.5398091368,0.5701012624,6.6439280789,3.4114552318,136.1509263252,11.4064115386,45.8296242916,1.0
0.9589830752,666.5222261434,55.8453073763,1.0821460718,404.5613490555,56.491333675,1.6720397016,8.6237212464,2.8243630171,132.7248056475,10.3246328275,47.3074455326,-1.0
1.0591272417,726.7016220647,41.8800341308,2.0784593999,416.1537455823,49.343933248,1.3835886588,6.6653219382,2.0410141689,136.2400658796,10.4600449775,45.1470201188,1.0
0.9188498101,713.1873488667,40.8099508914,2.9677191731,448.9624662689,71.2700845666,1.9492754882,4.0860642852,5.3794977563,131.8702242212,10.6546889624,45.9941488258,1.0
0.9004780959,650.8860019721,29.5252262965,1.5566013631,435.2895409783,62.9382366278,1.9438846661,5.4715175212,3.8728516129,133.0748179264,10.3286711014,46.6855111448,1.0
0.9117832266,727.5974200347,59.0870370237,2.8225512393,433.3529546393,40.6239127765,1.603119456,8.0014949358,4.5399836117,132.082222836,11.6885105005,45.5056420434,-1.0
0.9007779279,726.2042662297,50.7503546973,2.549569815,466.9205471775,76.1638011555,0.5191304988,8.1347051358,3.224588651,136.0085981361,11.2597232544,44.9929627932,-1.0
0.981211068,702.8704103559,30.342588349,2.0234076914,484.1879030709,39.1549842085,0.8566151369,3.0307950645,4.8846606147,134.7161981689,10.7215650087,46.1838994928,1.0
1.0795792668,679.5277105295,53.1534139342,2.2784189143,497.384911029,56.2123098375,0.9981011366,5.6293164323,4.028244497,131.5479510394,11.1241263789,46.7325077109,1.0
1.0194554779,673.939128741,27.4515671656,1.2589698506,438.4583814918,35.9851205329,1.4107333474,7.1536769605,3.9837876655,134.1825464168,11.5905369266,46.6906300721,-1.0
0.9140159349,746.7412245654,57.5986411888,1.9901775641,401.334460926,51.7562650308,1.831723439,8.8975090807,4.722802836,135.5113301615,11.8418268552,44.9709902413,-1.0
0.9224435215,668.3786948301,22.3347039727,1.5897355015,466.9389512194,73.2902439801,1.1667178784,6.5870172411,2.0321310691,132.839698361,10.8800909449,46.2346964151,1.0
1.0597147541,658.9087224609,36.8140124221,2.6914538544,483.433690676,48.1018756021,1.0971044678,7.97034543,5.4136879299,130.6582405892,11.0230809676,47.2572944542,-1.0
0.9800106423,707.0816628339,51.4971405498,1.6443611233,466.5316746343,75.4957147884,1.9951418433,6.2494307894,4.5705627195,134.9265899947,10.3279543758,45.2801563929,1.0
0.9271354687,745.0337473846,27.9777668851,2.5290705123,431.0629885723,67.7532079109,1.9939333051,4.7325791428,2.9967935027,135.5675826145,11.6481250398,45.7218558668,-1.0
1.064259224,683.8718329527,29.4011739701,1.3381529466,487.9250772593,33.8100515829,0.6325863017,8.9590206892,2.5417023835,134.3560301043,10.4848343878,46.9074686095,1.0
1.0907494168,712.8767390447,55.9106311942,2.2195617488,483.5156430498,76.1527530279,1.7154423923,5.7425505683,3.4011012068,134.8897814414,11.0366874524,45.0879083024,1.0
0.9304847396,719.2758708005,42.58790208,1.6889236655,494.2590016426,23.8071307239,0.5336466822,9.3810667988,2.163952826,134.0964246064,10.3998727923,44.3084947317,-1.0
0.9826540715,724.097220878,34.2803864916,2.4242216769,468.5446127419,59.4565882605,1.036249776,6.1293004617,2.410841015,134.7954244026,11.0740063469,45.82246053,1.0
1.0928994379,702.1554118709,40.5442945898,2.6682913122,479.8979015488,29.3316989309,0.9792106158,9.3308519313,5.5441707584,135.6227390312,10.9175281321,46.2007067307,1.0
0.9761079759,674.3385201088,57.8274794192,2.4019512272,472.755096766,75.533442865,1.5872298318,4.2179355147,5.5727331264,131.3855441042,11.3002857894,45.8113981587,1.0
0.9826482269,654.6788813419,28.5958448396,1.9326155179,414.8254952768,50.3925437648,1.7776944706,5.6971616193,5.0715772342,132.2636072825,10.5115342819,47.6137579913,-1.0
1.0099115798,708.4456184435,26.8930544394,1.9097101109,400.677896317,41.6958791746,1.9575535846,3.023564566,5.9116201978,135.7275886894,10.5563057564,45.9206946036,1.0
1.0895092229,657.703369349,57.0216016043,1.3770183461,438.552386582,61.0676485191,1.926224545,8.4240589513,2.654308685,130.5818342559,10.1363181256,46.4496175046,1.0
1.0074947349,676.7054892943,50.7674493532,1.3280882935,498.0500099154,56.6933000598,1.9099000836,6.0484386039,4.3554076791,130.5508646162,11.8009861226,46.1696207715,-1.0
0.9762352603,701.6733622466,30.3904997843,2.7185193734,483.4327156901,76.8446083954,1.6970369602,8.280853611,3.4429113354,134.8327388344,11.2638439171,45.7668775137,1.0
1.0286679076,695.6071091623,54.5396886384,2.5610145387,466.8994050506,64.3033171535,0.6365715049,9.438600528,3.5994312409,133.3265270276,10.8853270516,46.7423207946,1.0
1.0576018094,709.9565483553,38.27846114,2.7979619882,449.4355744088,39.3456350499,1.910160859,4.7015867246,4.8960950898,136.1606400145,10.3859227223,46.2615942501,1.0
1.0430790521,679.2615632692,42.2086067997,2.8291682253,422.8199947225,42.9385272694,1.7985015985,8.004291846,5.3081715348,131.9606812807,11.2113838312,46.7841410359,1.0
1.0846553511,717.7194850079,40.9998264946,1.6976513677,404.3898192318,50.6577144831,0.7171504794,3.9994175336,5.543034352,135.4027975106,11.0310886156,45.2905759661,1.0
0.9730965335,720.7140949274,29.1809745524,2.1124004647,421.6072456393,56.4347428572,1.8153660676,8.5635949681,5.4389990189,135.8083183806,10.2681699428,45.1547319456,1.0
0.9225463548,693.6206879887,35.445058184,1.7606973161,480.6399975151,34.7164858429,1.4441354358,6.2162693388,2.2800733582,134.1166802812,10.7018722976,45.6462501592,1.0
1.0953301387,733.048112602,50.6335466715,1.4677597666,425.8125212431,55.2548817072,1.9932468074,8.8882627195,3.7896555361,134.804144269,12.0539984492,45.3622129373,-1.0
1.0209294537,746.4567310828,22.9710602066,1.1199384223,422.4677523185,59.3750288508,0.9310390726,4.2546247166,3.901198384,136.2134202051,11.2715948719,45.3304281906,1.0
0.9914972573,706.5772138121,53.6909471174,2.3790402574,405.3714159076,45.0136855964,1.4982853673,8.3023133943,2.2269069549,133.3614868247,11.5172701475,45.7713497836,-1.0
0.9485437971,691.3733801167,28.9680355831,1.3057520086,465.5445583282,60.5446984818,0.7970182424,4.6109604879,5.5691262512,133.8813128815,10.2565014329,46.8277990395,1.0
1.0332330196,669.2399523173,58.7061548056,2.3978528642,421.8554371954,65.1221425773,1.3277378288,3.7884324874,4.2613889432,131.0368231629,11.651236145,46.6543541135,-1.0
1.0431387229,702.3628300575,22.5250444306,2.3522718545,420.768968406,66.5015870409,1.6347136849,8.0123464725,5.0425759249,134.3678722079,10.915803872,46.361841387,1.0
1.0906222281,666.0829962158,26.7952371336,1.1122167912,478.0200303526,71.0226985635,1.1364918207,4.801851347,5.1020213356,132.0059139062,11.1366375815,47.6697619667,-1.0
1.0498080734,743.6074747688,57.4095700076,1.3579019092,469.9652817243,34.5525220472,0.8335151953,8.3848827028,2.5017217817,134.3397789398,12.156415275,45.1970718027,-1.0
1.0022764813,706.8167435512,25.325739661,2.1306639533,454.3690359353,34.8672637423,1.3754351208,7.7128460398,2.304807409,133.2203192528,9.9982266158,46.0080053619,-1.0
1.0292342642,686.6065443173,47.8032185852,1.6638033613,401.1291319091,60.8425344075,0.5748825336,3.6334152457,3.2682220061,134.0347899619,10.660501754,45.6074193344,1.0
0.91169456,693.7763725041,30.1202082989,2.2420730004,475.0418361138,57.7825304765,0.5896505545,8.1531746567,5.228030984,134.0918581138,10.7740853529,45.9695128116,1.0
0.9505499825,730.5109952594,28.2907640408,2.4844251993,471.280836912,33.543279079,0.6879212853,7.4435827945,5.8601462062,137.008130023,10.7238811833,44.5123358793,-1.0
0.9754031925,733.6995648944,39.311791722,1.4195415515,453.8537027623,31.1431055374,1.0414796562,9.9370622112,4.8988301372,136.1801629394,10.9035030613,45.6786583411,1.0
0.9078514994,746.7303493794,26.5015719487,2.7904803099,441.3745761321,27.2230394375,1.9453149151,6.6683284272,3.9968943866,135.6494466686,10.7983613793,45.2607354507,1.0
1.025693274,660.5547510841,34.2086239647,2.9745329068,492.7827751323,47.1745307501,1.7771152665,5.986020765,2.6598389269,133.4782831111,10.7089960245,47.0242413477,-1.0
1.0799419101,699.3470591277,57.9310143762,1.113755544,414.8846343226,31.0897629479,1.3072983851,8.107770222,4.6621842405,132.9290873601,12.0203871912,45.6728034145,-1.0
1.0324976603,723.1531673048,42.1774390343,2.2509178,448.0650417417,29.460934348,1.38865854,4.644237391,5.9829891245,136.9218995254,11.3979496707,46.1597496696,1.0
0.9413380617,689.6114877259,37.3150370107,1.4548268768,466.1237954327,79.9724218131,0.6362622916,8.790416787,4.6109891894,133.2497769632,10.2415598023,46.652580876,1.0
0.9392139596,695.9421575238,23.9469139599,2.6381226522,423.8760813122,38.8046668922,1.4972849215,8.1772839929,5.3936477843,135.0997688322,11.1188503561,45.5618389504,1.0
0.95792307,699.1104627197,48.4199238798,1.1403208773,445.7354759022,68.0947325203,1.7227140509,9.0850410074,2.5638353025,133.7676577711,11.1150814402,46.0818435052,1.0
0.9649373368,724.7356411621,23.7194667864,1.7209241408,481.8483628049,65.8972707277,1.8075232676,3.9706492851,4.4610517958,135.9864492067,10.5635837948,45.5403405007,1.0
0.9186324271,653.5179592739,48.128514938,1.1490539598,464.2137307245,54.2779231623,1.2567622206,7.2074403918,4.6618125195,130.2675631657,10.5582564114,47.0017286394,-1.0
1.0848291771,707.2338794618,22.5883422254,2.6455066684,473.9613777148,25.4702245143,1.6526183525,6.1508906309,3.0996782381,134.6269875065,9.2488114608,45.5117384392,-1.0
1.0967407516,669.8238407345,26.0359670006,2.6714872828,456.6236268394,30.6965281552,0.8104319893,4.2943284632,5.1816543335,133.2363241406,10.6897897496,47.4593151625,-1.0
1.0110078834,715.8037816586,47.4769268352,2.7357128721,419.5466547331,36.6944801582,0.5567826059,6.4370861221,4.9062040494,135.3730063309,11.1070324515,46.0265042751,1.0
1.0253694621,669.4958234121,30.0323384864,2.8867284258,490.3790466976,58.7190700052,1.4853612936,6.5780543135,4.2141692519,132.6839113136,11.4516060883,46.8902401773,1.0
1.0505880049,730.1795611493,45.0170415382,1.684301216,451.2712126482,49.9987887395,1.4960909739,5.7878964089,3.4954417493,133.9872766886,10.8991188743,45.1373995218,1.0
0.9936084518,692.5115279366,35.0009973927,1.9350553991,488.3978841532,41.02942652,1.4918056682,7.9282041883,4.0705890116,134.1024737541,10.234715789,46.3697016477,1.0
1.0023688931,706.7456761787,34.2167690473,2.2107052307,419.3248622392,67.8180638454,1.2678390132,5.1498072055,2.2721006108,135.4103190057,10.1556808292,44.9251603081,-1.0
0.9231192808,700.7571240389,49.0314749938,1.9671568365,497.9055565914,62.7612691528,1.7892109205,3.7774257821,2.0377876761,133.7655637506,10.6886867061,47.2639411788,-1.0
1.0615506784,691.534925132,46.0707009241,2.9966470444,425.6554745319,54.8284805979,1.5348725739,4.1315006475,5.9590045481,133.2676563064,10.3344120381,46.063565867,1.0
1.0917570303,670.6687943682,34.9936397004,2.3145351213,410.4235131871,58.8405905314,0.7761944821,5.8065838079,2.7174974285,133.2769598537,10.5304023269,46.3270198801,1.0
1.0865541795,657.039240203,45.0893507176,2.2339440793,488.1861469701,35.2585266962,1.5817255596,6.7380283766,5.6786602544,130.8871247972,11.1547325522,46.4801487226,1.0
0.9834925874,663.7277060638,44.1447331376,2.113524646,433.175659333,30.5738651226,1.6496671831,8.1668060254,4.0589889238,131.7014669193,11.1229720443,46.6252117584,1.0
1.0192586703,742.6791661044,54.4850254544,2.7710395706,496.4563364701,49.2060373024,0.9779774372,9.2979053694,4.1167185132,135.4198811464,11.0981563578,44.822948013,-1.0
1.0447147568,736.152316423,49.1691623886,1.3933794722,415.3353411971,61.6240153383,0.6817515975,9.5714377503,4.6953723264,135.3346610845,10.7344622994,45.5371226034,1.0
1.0404423961,718.6545536229,40.3593193758,2.9415722878,448.2155239799,29.5921711378,0.6890880925,7.3686304382,4.261205961,133.2415606027,11.094778108,46.2966378533,1.0
0.9078398438,654.5049492083,21.2922297517,1.6800120774,487.1583521095,32.4961896627,1.7664550647,3.3973872289,3.0838801696,132.8411325715,10.3096660247,47.6811594595,-1.0
1.0384741851,662.6261193267,52.882309485,2.9110638145,424.1315747423,20.5602707113,1.7446755739,5.7547986833,3.6197901728,129.5331741638,10.5169601762,46.6371227226,-1.0
0.9145720673,677.5907203032,43.5246223821,2.3943348148,472.7565125789,33.33063244,1.8657709777,8.7540447027,5.1013040915,133.6384612556,10.8682116896,46.7513787755,1.0
1.0884432703,655.6727296114,22.4761004406,1.1022788354,475.8587039337,20.1871129298,1.753739036,5.3757839012,4.9660561746,132.2366345288,11.3827504134,46.204655196,1.0
0.9879850529,709.5256922699,29.7005857972,1.2864303051,466.0159198919,28.5062363084,1.1630231139,9.5545377006,2.4861724066,135.3514711921,10.5018195497,45.5478763569,1.0
1.061541535,676.6557183294,48.3359703379,2.742532244,419.931579291,53.693328524,1.680594696,6.6505346145,4.783182689,132.4444317759,11.5821106615,46.5283749725,-1.0
0.922084987,746.8241056776,26.9217302253,2.8095092023,486.7482239549,60.6585113265,0.5873553775,8.57228537,5.6926063719,136.5483230487,9.7650553816,45.852751777,-1.0
1.0779246529,657.8899814,36.35504628,1.6864364318,405.1397132194,69.2012114074,0.9500387165,8.4241375189,2.2392531208,132.2339417193,10.0326839906,46.9536828934,1.0
0.9998472804,704.0445640955,29.860486601,2.910176416,417.4680290843,77.1586363696,1.2008053804,9.6740581568,5.4773338299,135.6166160249,10.1894774605,46.3893233504,1.0
0.9675277064,697.6725825907,53.2210870354,1.4457575648,446.5400585064,75.471599137,1.0609935426,5.1387121957,4.9259227232,132.5647029494,11.3109964997,46.1330992494,1.0
1.0280772289,688.6605826647,51.7725500355,2.6645350704,413.5010179707,47.8129000375,1.0103902786,5.9537160517,4.9774858892,133.251807025,11.3190019417,46.2151817707,1.0
1.0281961311,661.6277325729,44.3907501693,2.3920656924,403.7682466115,55.7805697139,1.078419559,7.1006504595,4.5846461165,133.4484393103,10.0062781439,46.6927465453,1.0
1.0504302962,650.5986957214,36.8035021234,1.1857348085,473.7200037336,53.8654180716,0.8906675607,8.3699925847,5.7378770633,130.5952739246,10.9706206614,46.423686446,1.0
0.9260058764,669.0560673784,51.8510146581,1.5473504385,428.1207158729,61.115858483,1.3393361988,4.1006005009,4.1115945405,131.7225319102,11.5428791548,46.501891146,-1.0
0.9368241447,713.7045947812,28.5238410687,1.3910957141,460.7470765345,40.3829448529,0.5388613961,3.9234976873,4.0235124432,133.404811388,10.0391232462,46.1939859723,1.0
0.9471545695,701.2558273124,44.7679845731,2.9903228888,433.4607733284,78.2006280282,0.5050802194,9.7256173246,4.0482243875,134.9735692734,11.5600948699,44.9936574001,-1.0
1.0430314823,723.986175289,46.1620627578,1.1685024906,407.6825192106,32.1405186517,0.5335412847,4.7052702482,2.6205324568,134.8508795424,10.5440223804,45.5137608029,1.0
0.997337559,723.0817820177,58.1401851282,2.1454766412,487.9363492755,29.1214439112,0.9534878319,4.6161234588,3.3568839038,134.7594412053,10.4326706724,45.2841372332,1.0
1.0056270452,686.0685181269,47.6133016265,2.8739960175,425.516754264,26.0902981481,1.3670650897,8.3302133451,4.3382574019,132.675020451,10.797026659,46.2884729896,1.0
1.0361124785,726.1350923357,32.6122690115,1.8296674328,466.645684071,59.0932773398,0.9211394714,4.3314969907,4.0791539984,134.4972171801,10.9765167823,45.0738945355,1.0
0.9605329602,651.4314816297,37.327358105,2.7479485439,429.8515810487,44.6831736401,1.0989318258,7.9414708441,3.6540189112,133.1204573123,10.8321733952,46.9756642164,1.0
0.9698932363,667.9256823407,46.4380550843,1.9462878531,467.389160103,77.3267474055,1.3812784166,4.8285338953,2.7027073109,133.0603916516,11.4032954708,46.9446971893,1.0
1.0795317682,708.0505440068,28.9594959097,2.2804718825,480.8166855091,39.295063572,1.2860939741,7.3578248773,4.0027246442,135.6290178146,9.3255415478,45.5981832665,-1.0
0.9633904772,702.751168811,40.1521226609,2.3575091251,440.5486535686,20.1693901944,1.9545486163,9.844044359,3.1642584311,135.7025645734,10.5460985135,46.6810721025,1.0
1.0549690758,744.921409539,21.918748947,2.2584148197,472.4108043835,78.94037624,0.6940791848,5.6707409635,3.6683304585,135.4423590856,10.0243396119,44.0521716394,-1.0
0.9124029341,707.8720530018,49.2109685606,1.7927143219,455.746846825,60.9056887111,1.8490671067,9.891901864,3.1063816458,134.4231315925,10.957202216,45.9671367166,1.0
0.9904112299,721.9640125416,43.0973741341,2.5860219199,489.7429891156,50.1241667876,1.215944463,6.8395221566,3.687436384,134.2703590934,10.5655814336,46.014717815,1.0
0.9641484807,723.2176791517,47.1707835793,2.9441298654,419.0940350092,20.0716749511,1.3640785031,4.2633313017,4.3126483646,136.3291346814,11.7413025323,46.0308881684,-1.0
1.023778422,708.340198539,52.4150575191,2.5827981505,461.3612264849,36.9452368817,1.6940717883,5.0304976436,5.7681222455,133.804751077,11.3207598911,46.0182255964,1.0
1.0325619762,711.0669678186,20.2739917571,2.7369655489,485.9403794166,31.440762946,1.3013460376,4.9814071759,5.033980112,134.4692953473,10.1603062493,45.9176546867,1.0
1.0020990035,660.991115411,46.446433209,1.1215719768,466.3830593263,75.5582842166,1.3344158114,9.4331820597,5.7495447654,132.9266783962,10.6268891746,47.3921236729,-1.0
0.9609286072,685.4441470982,48.8331113121,2.1205872546,445.4484145476,41.3228276452,1.402613874,6.2741758201,4.0274450242,133.5259772499,10.8905290399,45.7291382384,1.0
1.096339764,655.1511876518,42.4067914566,1.9236976017,487.4775975768,77.9362994012,1.2305143745,3.9311705375,3.7512776409,131.4853667433,10.5998080799,47.1865869673,-1.0
0.997964648,680.9545456758,48.755395107,2.0559751171,428.9958186394,42.8167880496,1.8225489976,3.4918258919,2.7382280474,132.2006031042,9.6358821208,46.1529334699,-1.0
1.095137942,665.947788912,51.5211865907,2.3910318227,481.4364153299,29.9988880558,0.8039752274,8.0498481114,4.9843761445,131.6670928338,10.9443332576,47.4478598081,-1.0
0.9569349544,721.6839989265,57.3165087274,1.0528915144,410.5396830695,42.155167954,1.8295329192,7.6206153644,4.3057972199,133.4040840862,11.036915055,45.128572626,1.0
1.0270917893,740.1435415266,20.8945487942,1.0794831379,426.5352918134,51.5123202312,1.4157373089,5.4508041124,2.9600818631,136.7724036533,10.0192139302,45.3494059802,1.0
1.0680030823,720.778908678,45.9917918189,2.8209061115,448.3095495032,32.3682090007,0.8010235292,6.3012241,2.2756631139,135.4123144869,10.4203652964,45.9320685664,1.0
1.0947033956,737.3165125231,21.1217230912,1.4843892801,480.6317141353,72.6235425119,0.9308284475,7.9658028696,5.0285944691,134.6752276016,10.8133481078,45.0606209338,1.0
1.091022681,742.4321737065,58.2870645903,1.8301348699,407.9691508646,49.7334778498,1.5099739644,9.0226159428,3.201486358,134.5337275361,11.796555441,45.909070833,-1.0
0.9490166941,678.3945929023,20.6746276646,2.1378267369,494.3116918167,27.7172359741,0.9519786441,4.4680546379,4.4387705058,135.4856756272,10.3587174022,46.6473403608,1.0
0.9487662006,745.774990717,44.7766980047,1.0954497305,473.6572945593,38.7851999344,1.8067973703,6.8939758503,3.8910757058,137.077881252,10.5523258174,45.3664542154,-1.0
0.9674084925,666.02817902,58.2883408959,2.2840215704,478.1652402106,31.0094275906,0.8380045262,7.1129470594,4.2873929872,132.1968382222,11.1356830155,46.5368239102,1.0
0.9387035061,749.4536174751,54.0553410554,2.8014375905,404.0343979032,66.3970939493,0.8630686541,7.1540257258,5.5064330037,134.7914020016,11.2369003856,45.5349842697,1.0
1.0135730239,720.8909131843,43.5335522185,1.5583712617,490.8069498138,33.3529309888,0.9958306075,5.1077963838,3.9251380872,135.7516402198,9.5273316305,45.6520928663,-1.0
0.9024736559,681.1324231904,45.0189001374,2.6885051653,425.7001010788,25.2179479296,0.8305451304,6.7291208537,5.0906760989,132.4051907526,10.8403322805,46.8228723358,1.0
1.0520957774,711.0716621998,35.0221906352,1.7974109823,477.1091132662,57.9778173034,1.3759939893,7.5311842649,4.6185688307,134.5042901905,10.830077694,46.020242907,1.0
0.9379683192,718.2320031245,57.7951679568,1.8168348942,480.3772687457,49.9869276871,1.0767324074,4.3741272141,4.3932336354,134.0965255299,10.6879404669,45.6955913604,1.0
0.9860503506,679.6270338343,22.2769745975,2.3737750357,477.2135333872,59.937742794,1.5485080284,6.2254446101,3.4183110794,134.5845417579,11.3641230123,46.758970337,1.0
1.0206432871,687.7501625088,41.9429671272,2.5108006414,409.3800030665,76.9283745632,0.5241165571,3.5732340535,2.2736612926,133.9416723937,10.7671887454,46.6535524044,1.0
1.0934674555,675.7694104831,51.9756439627,2.0517627278,463.7008524615,40.163773658,0.6192338189,9.032742116,4.2799803321,132.2483664514,10.9981943556,46.8944011911,1.0
1.0867993545,733.410136399,40.7180725113,2.9691124958,401.8680193796,62.1577349981,1.1542681233,7.0148119424,3.5899187786,135.5814785666,10.5152171726,45.7846389892,1.0
0.9783476562,708.104506655,52.9435916416,1.8231641199,439.9495117457,62.8472733687,1.7018688676,8.7517353168,4.7426793137,133.7249376007,11.9055060499,45.9675252989,-1.0
0.9557350414,650.1560298673,21.6481553265,2.1121232347,462.7905641853,30.8145084734,1.3611304992,9.2162896642,5.3794250075,130.8441064461,9.9504571284,46.4663620154,-1.0
